,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,player_name,Game,Player Position
414,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,7.0,Sunderland,19916,9.8,86.0,4.0,1.0,,0.0,3.0,0.0,36.0,8.0,83.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,Chris Maguire,Bristol Rovers 22/02/2020,MID
415,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,7.0,Sunderland,19916,8.1,90.0,3.0,0.0,1.0,0.0,0.0,0.0,42.0,7.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,Chris Maguire,Fleetwood Town 25/02/2020,MID
416,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,22.0,Sunderland,19915,6.7,16.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Grigg,Ipswich Town 10/08/2019,ATT
417,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,22.0,Sunderland,19915,6.4,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Grigg,Portsmouth 17/08/2019,ATT
418,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,22.0,Sunderland,19915,6.6,35.0,1.0,1.0,,0.0,0.0,0.0,6.0,0.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Grigg,Rochdale 20/08/2019,ATT
419,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,22.0,Sunderland,19915,6.5,33.0,1.0,0.0,,0.0,0.0,0.0,3.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Will Grigg,AFC Wimbledon 24/08/2019,ATT
420,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,22.0,Sunderland,19915,6.5,27.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Will Grigg,P'borough Utd 31/08/2019,ATT
421,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,22.0,Sunderland,19915,6.5,13.0,1.0,1.0,,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Will Grigg,Acc'ton Stanley 14/09/2019,ATT
422,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1.0,1.0,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026.0,JR,5.0,22.0,Sunderland,19915,6.5,13.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Grigg,Rotherham Utd 17/09/2019,ATT
423,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1.0,1.0,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032.0,JR,5.0,22.0,Sunderland,19915,6.4,90.0,2.0,0.0,,0.0,0.0,0.0,11.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Will Grigg,Bolton 21/09/2019,ATT
424,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,22.0,Sunderland,19915,6.4,9.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Grigg,MK Dons 28/09/2019,ATT
425,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,22.0,Sunderland,19915,6.4,25.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Will Grigg,Lincoln City 05/10/2019,ATT
426,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,22.0,Sunderland,19915,6.5,45.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Grigg,Wycombe 19/10/2019,ATT
427,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,22.0,Sunderland,19915,8.4,89.0,3.0,2.0,,0.0,1.0,1.0,15.0,4.0,78.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,Will Grigg,Tranmere Rovers 22/10/2019,ATT
428,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,22.0,Sunderland,19915,6.6,82.0,2.0,0.0,,0.0,0.0,0.0,4.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,Will Grigg,Shrewsbury 26/10/2019,ATT
429,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,22.0,Sunderland,19915,6.2,78.0,3.0,0.0,,0.0,0.0,0.0,8.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Will Grigg,Southend United 02/11/2019,ATT
430,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1.0,1.0,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148.0,PP,12.0,22.0,Sunderland,19915,6.5,82.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Will Grigg,Coventry City 23/11/2019,ATT
431,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1.0,2.0,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003.0,PP,10.0,22.0,Sunderland,19915,6.5,90.0,0.0,0.0,,0.0,0.0,0.0,7.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,Will Grigg,Burton Albion 26/11/2019,ATT
432,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0.0,1.0,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157.0,PP,12.0,22.0,Sunderland,19915,6.7,90.0,2.0,1.0,,0.0,0.0,0.0,21.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,Will Grigg,Gillingham 07/12/2019,ATT
433,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1.0,1.0,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172.0,PP,12.0,22.0,Sunderland,19915,6.4,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Grigg,Blackpool 14/12/2019,ATT
434,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0.0,0.0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197.0,PP,15.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Bolton 26/12/2019,ATT
435,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2.0,1.0,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202.0,PP,13.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Doncaster 29/12/2019,ATT
436,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1.0,1.0,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215.0,PP,15.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Fleetwood Town 01/01/2020,ATT
437,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3.0,1.0,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233.0,PP,13.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Lincoln City 04/01/2020,ATT
438,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4.0,0.0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245.0,PP,10.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Wycombe 11/01/2020,ATT
439,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1.0,0.0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254.0,PP,6.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,MK Dons 18/01/2020,ATT
440,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0.0,0.0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269.0,PP,8.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Doncaster 24/01/2020,ATT
441,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1.0,0.0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279.0,PP,7.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Tranmere Rovers 29/01/2020,ATT
442,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0.0,2.0,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290.0,PP,9.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Portsmouth 01/02/2020,ATT
443,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1.0,0.0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303.0,PP,8.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Ipswich Town 08/02/2020,ATT
444,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Rochdale 11/02/2020,ATT
445,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Oxford United 15/02/2020,ATT
446,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Bristol Rovers 22/02/2020,ATT
447,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,,Sunderland,19915,,,,,,,,,,,,,,,,,,,,,,,,,Will Grigg,Fleetwood Town 25/02/2020,ATT
448,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Ipswich Town 10/08/2019,ATT
449,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Portsmouth 17/08/2019,ATT
450,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Rochdale 20/08/2019,ATT
451,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,AFC Wimbledon 24/08/2019,ATT
452,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,P'borough Utd 31/08/2019,ATT
453,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Acc'ton Stanley 14/09/2019,ATT
454,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1.0,1.0,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026.0,JR,5.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Rotherham Utd 17/09/2019,ATT
455,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1.0,1.0,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032.0,JR,5.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Bolton 21/09/2019,ATT
456,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,MK Dons 28/09/2019,ATT
457,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Lincoln City 05/10/2019,ATT
458,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Wycombe 19/10/2019,ATT
459,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Tranmere Rovers 22/10/2019,ATT
460,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Shrewsbury 26/10/2019,ATT
461,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Southend United 02/11/2019,ATT
462,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1.0,1.0,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148.0,PP,12.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Coventry City 23/11/2019,ATT
463,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1.0,2.0,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003.0,PP,10.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Burton Albion 26/11/2019,ATT
464,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0.0,1.0,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157.0,PP,12.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Gillingham 07/12/2019,ATT
465,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1.0,1.0,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172.0,PP,12.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Blackpool 14/12/2019,ATT
466,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0.0,0.0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197.0,PP,15.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Bolton 26/12/2019,ATT
467,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2.0,1.0,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202.0,PP,13.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Doncaster 29/12/2019,ATT
468,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1.0,1.0,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215.0,PP,15.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Fleetwood Town 01/01/2020,ATT
469,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3.0,1.0,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233.0,PP,13.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Lincoln City 04/01/2020,ATT
470,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4.0,0.0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245.0,PP,10.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Wycombe 11/01/2020,ATT
471,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1.0,0.0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254.0,PP,6.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,MK Dons 18/01/2020,ATT
472,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0.0,0.0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269.0,PP,8.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Doncaster 24/01/2020,ATT
473,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1.0,0.0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279.0,PP,7.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Tranmere Rovers 29/01/2020,ATT
474,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0.0,2.0,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290.0,PP,9.0,42.0,Sunderland,19281,6.1,21.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Antoine Semenyo,Portsmouth 01/02/2020,ATT
475,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1.0,0.0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303.0,PP,8.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Ipswich Town 08/02/2020,ATT
476,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,42.0,Sunderland,19281,6.4,18.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Antoine Semenyo,Rochdale 11/02/2020,ATT
477,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,,Sunderland,19281,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Semenyo,Oxford United 15/02/2020,ATT
478,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,42.0,Sunderland,19281,7.2,9.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Antoine Semenyo,Bristol Rovers 22/02/2020,ATT
479,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,42.0,Sunderland,19281,6.6,25.0,1.0,0.0,,0.0,0.0,0.0,6.0,0.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Antoine Semenyo,Fleetwood Town 25/02/2020,ATT
480,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Ipswich Town 10/08/2019,DF
481,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Portsmouth 17/08/2019,DF
482,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Rochdale 20/08/2019,DF
483,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,AFC Wimbledon 24/08/2019,DF
484,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,P'borough Utd 31/08/2019,DF
485,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Acc'ton Stanley 14/09/2019,DF
486,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1.0,1.0,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026.0,JR,5.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Rotherham Utd 17/09/2019,DF
487,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1.0,1.0,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032.0,JR,5.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Bolton 21/09/2019,DF
488,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,MK Dons 28/09/2019,DF
489,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Lincoln City 05/10/2019,DF
490,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Wycombe 19/10/2019,DF
491,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Tranmere Rovers 22/10/2019,DF
492,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Shrewsbury 26/10/2019,DF
493,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,,Sunderland,19266,,,,,,,,,,,,,,,,,,,,,,,,,Bailey Wright,Southend United 02/11/2019,DF
