,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,player_name,Game,Player Position
264,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,11.0,Sunderland,19901,6.9,89.0,3.0,0.0,,0.0,0.0,0.0,37.0,3.0,82.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,Lynden Gooch,MK Dons 28/09/2019,MID
265,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,11.0,Sunderland,19901,6.4,53.0,0.0,0.0,,0.0,0.0,0.0,17.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Lynden Gooch,Lincoln City 05/10/2019,MID
266,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,,Sunderland,19901,,,,,,,,,,,,,,,,,,,,,,,,,Lynden Gooch,Wycombe 19/10/2019,MID
267,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,11.0,Sunderland,19901,7.3,54.0,1.0,1.0,,0.0,0.0,1.0,11.0,0.0,78.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lynden Gooch,Tranmere Rovers 22/10/2019,MID
268,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,,Sunderland,19901,,,,,,,,,,,,,,,,,,,,,,,,,Lynden Gooch,Shrewsbury 26/10/2019,MID
269,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,,Sunderland,19901,,,,,,,,,,,,,,,,,,,,,,,,,Lynden Gooch,Southend United 02/11/2019,MID
270,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1.0,1.0,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148.0,PP,12.0,,Sunderland,19901,,,,,,,,,,,,,,,,,,,,,,,,,Lynden Gooch,Coventry City 23/11/2019,MID
271,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1.0,2.0,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003.0,PP,10.0,,Sunderland,19901,,,,,,,,,,,,,,,,,,,,,,,,,Lynden Gooch,Burton Albion 26/11/2019,MID
272,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0.0,1.0,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157.0,PP,12.0,,Sunderland,19901,,,,,,,,,,,,,,,,,,,,,,,,,Lynden Gooch,Gillingham 07/12/2019,MID
273,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1.0,1.0,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172.0,PP,12.0,11.0,Sunderland,19901,6.3,18.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Lynden Gooch,Blackpool 14/12/2019,MID
274,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0.0,0.0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197.0,PP,15.0,11.0,Sunderland,19901,6.6,79.0,4.0,0.0,,0.0,0.0,0.0,14.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,Lynden Gooch,Bolton 26/12/2019,MID
275,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2.0,1.0,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202.0,PP,13.0,11.0,Sunderland,19901,7.1,80.0,1.0,1.0,,0.0,0.0,1.0,18.0,1.0,62.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Lynden Gooch,Doncaster 29/12/2019,MID
276,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1.0,1.0,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215.0,PP,15.0,11.0,Sunderland,19901,7.2,90.0,3.0,0.0,,0.0,0.0,0.0,21.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Lynden Gooch,Fleetwood Town 01/01/2020,MID
277,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3.0,1.0,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233.0,PP,13.0,11.0,Sunderland,19901,8.3,89.0,1.0,1.0,,0.0,0.0,1.0,18.0,0.0,62.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Lynden Gooch,Lincoln City 04/01/2020,MID
278,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4.0,0.0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245.0,PP,10.0,11.0,Sunderland,19901,8.1,85.0,4.0,1.0,,0.0,1.0,0.0,11.0,2.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,Lynden Gooch,Wycombe 11/01/2020,MID
279,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1.0,0.0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254.0,PP,6.0,11.0,Sunderland,19901,7.6,90.0,2.0,2.0,,0.0,0.0,1.0,16.0,0.0,76.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,Lynden Gooch,MK Dons 18/01/2020,MID
280,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0.0,0.0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269.0,PP,8.0,11.0,Sunderland,19901,6.6,90.0,0.0,0.0,,0.0,0.0,0.0,23.0,1.0,85.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,Lynden Gooch,Doncaster 24/01/2020,MID
281,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1.0,0.0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279.0,PP,7.0,11.0,Sunderland,19901,6.5,90.0,2.0,0.0,,0.0,0.0,0.0,15.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Lynden Gooch,Tranmere Rovers 29/01/2020,MID
282,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0.0,2.0,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290.0,PP,9.0,11.0,Sunderland,19901,6.5,90.0,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,Lynden Gooch,Portsmouth 01/02/2020,MID
283,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1.0,0.0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303.0,PP,8.0,11.0,Sunderland,19901,7.1,89.0,1.0,0.0,,0.0,0.0,0.0,21.0,1.0,77.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Lynden Gooch,Ipswich Town 08/02/2020,MID
284,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,11.0,Sunderland,19901,8.6,78.0,5.0,3.0,,0.0,0.0,2.0,17.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Lynden Gooch,Rochdale 11/02/2020,MID
285,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,11.0,Sunderland,19901,6.2,59.0,1.0,0.0,,0.0,0.0,0.0,8.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Lynden Gooch,Oxford United 15/02/2020,MID
286,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,11.0,Sunderland,19901,7.3,81.0,2.0,2.0,,0.0,0.0,1.0,22.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,Lynden Gooch,Bristol Rovers 22/02/2020,MID
287,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,11.0,Sunderland,19901,6.8,90.0,3.0,0.0,,0.0,0.0,0.0,32.0,0.0,78.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,Lynden Gooch,Fleetwood Town 25/02/2020,MID
288,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,10.0,Sunderland,44853,6.7,90.0,0.0,0.0,,0.0,1.0,0.0,10.0,1.0,76.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Marc McNulty,Ipswich Town 10/08/2019,ATT
289,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,10.0,Sunderland,44853,6.2,49.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Marc McNulty,Portsmouth 17/08/2019,ATT
290,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Rochdale 20/08/2019,ATT
291,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,AFC Wimbledon 24/08/2019,ATT
292,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,10.0,Sunderland,44853,6.4,74.0,2.0,1.0,,0.0,0.0,0.0,10.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,Marc McNulty,P'borough Utd 31/08/2019,ATT
293,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,10.0,Sunderland,44853,7.3,82.0,3.0,1.0,,0.0,0.0,1.0,14.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,Marc McNulty,Acc'ton Stanley 14/09/2019,ATT
294,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1.0,1.0,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026.0,JR,5.0,10.0,Sunderland,44853,7.4,60.0,1.0,1.0,,0.0,0.0,1.0,11.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,Marc McNulty,Rotherham Utd 17/09/2019,ATT
295,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1.0,1.0,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032.0,JR,5.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Bolton 21/09/2019,ATT
296,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,MK Dons 28/09/2019,ATT
297,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,10.0,Sunderland,44853,6.5,36.0,0.0,0.0,,0.0,0.0,0.0,11.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marc McNulty,Lincoln City 05/10/2019,ATT
298,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,10.0,Sunderland,44853,6.5,20.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Marc McNulty,Wycombe 19/10/2019,ATT
299,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,10.0,Sunderland,44853,7.1,36.0,2.0,0.0,,0.0,1.0,0.0,7.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc McNulty,Tranmere Rovers 22/10/2019,ATT
300,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,10.0,Sunderland,44853,6.5,30.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc McNulty,Shrewsbury 26/10/2019,ATT
301,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,10.0,Sunderland,44853,6.4,12.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marc McNulty,Southend United 02/11/2019,ATT
302,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1.0,1.0,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148.0,PP,12.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Coventry City 23/11/2019,ATT
303,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1.0,2.0,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003.0,PP,10.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Burton Albion 26/11/2019,ATT
304,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0.0,1.0,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157.0,PP,12.0,10.0,Sunderland,44853,6.6,62.0,1.0,0.0,,0.0,0.0,0.0,8.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,Marc McNulty,Gillingham 07/12/2019,ATT
305,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1.0,1.0,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172.0,PP,12.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Blackpool 14/12/2019,ATT
306,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0.0,0.0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197.0,PP,15.0,10.0,Sunderland,44853,6.7,11.0,1.0,1.0,,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc McNulty,Bolton 26/12/2019,ATT
307,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2.0,1.0,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202.0,PP,13.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Doncaster 29/12/2019,ATT
308,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1.0,1.0,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215.0,PP,15.0,10.0,Sunderland,44853,6.7,12.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc McNulty,Fleetwood Town 01/01/2020,ATT
309,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3.0,1.0,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233.0,PP,13.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Lincoln City 04/01/2020,ATT
310,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4.0,0.0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245.0,PP,10.0,10.0,Sunderland,44853,6.5,9.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc McNulty,Wycombe 11/01/2020,ATT
311,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1.0,0.0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254.0,PP,6.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,MK Dons 18/01/2020,ATT
312,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0.0,0.0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269.0,PP,8.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Doncaster 24/01/2020,ATT
313,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1.0,0.0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279.0,PP,7.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Tranmere Rovers 29/01/2020,ATT
314,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0.0,2.0,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290.0,PP,9.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Portsmouth 01/02/2020,ATT
315,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1.0,0.0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303.0,PP,8.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Ipswich Town 08/02/2020,ATT
316,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Rochdale 11/02/2020,ATT
317,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Oxford United 15/02/2020,ATT
318,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Bristol Rovers 22/02/2020,ATT
319,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,,Sunderland,44853,,,,,,,,,,,,,,,,,,,,,,,,,Marc McNulty,Fleetwood Town 25/02/2020,ATT
320,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,19.0,Sunderland,19907,6.5,74.0,0.0,0.0,,0.0,0.0,0.0,15.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Aiden McGeady,Ipswich Town 10/08/2019,MID
321,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,19.0,Sunderland,19907,6.3,81.0,0.0,0.0,,0.0,1.0,0.0,15.0,2.0,65.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,Aiden McGeady,Portsmouth 17/08/2019,MID
322,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,19.0,Sunderland,19907,7.6,90.0,4.0,1.0,,0.0,1.0,1.0,18.0,1.0,81.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,Aiden McGeady,Rochdale 20/08/2019,MID
323,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,19.0,Sunderland,19907,7.1,90.0,5.0,2.0,,0.0,0.0,0.0,29.0,2.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Aiden McGeady,AFC Wimbledon 24/08/2019,MID
324,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,19.0,Sunderland,19907,6.4,78.0,1.0,0.0,,0.0,0.0,0.0,14.0,0.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Aiden McGeady,P'borough Utd 31/08/2019,MID
325,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,19.0,Sunderland,19907,6.8,90.0,1.0,1.0,,0.0,0.0,1.0,24.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,Aiden McGeady,Acc'ton Stanley 14/09/2019,MID
326,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1.0,1.0,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026.0,JR,5.0,19.0,Sunderland,19907,6.6,90.0,4.0,2.0,,0.0,0.0,0.0,20.0,1.0,76.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Aiden McGeady,Rotherham Utd 17/09/2019,MID
327,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1.0,1.0,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032.0,JR,5.0,19.0,Sunderland,19907,7.7,90.0,6.0,3.0,,0.0,0.0,1.0,30.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,1.0,0.0,1.0,1.0,Aiden McGeady,Bolton 21/09/2019,MID
328,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,,Sunderland,19907,,,,,,,,,,,,,,,,,,,,,,,,,Aiden McGeady,MK Dons 28/09/2019,MID
329,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,19.0,Sunderland,19907,6.4,37.0,2.0,0.0,,0.0,0.0,0.0,8.0,3.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Aiden McGeady,Lincoln City 05/10/2019,MID
330,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,19.0,Sunderland,19907,6.8,90.0,4.0,1.0,,0.0,0.0,0.0,21.0,1.0,77.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,Aiden McGeady,Wycombe 19/10/2019,MID
331,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,,Sunderland,19907,,,,,,,,,,,,,,,,,,,,,,,,,Aiden McGeady,Tranmere Rovers 22/10/2019,MID
332,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,19.0,Sunderland,19907,6.5,90.0,2.0,0.0,,0.0,0.0,0.0,25.0,3.0,78.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,Aiden McGeady,Shrewsbury 26/10/2019,MID
333,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,19.0,Sunderland,19907,7.5,86.0,5.0,2.0,,0.0,0.0,0.0,31.0,0.0,83.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Aiden McGeady,Southend United 02/11/2019,MID
